"product_code","product_description","unit","country","quantity","value","page","column"
"0000000","","","TOTAL",58.0,753.0,28,"d"
"0000000","","","TOTAL",0.0,157.0,28,"d"
"0000000","","","TOTAL",0.0,30.0,28,"d"
"0000000","","","TOTAL",47.0,510184.0,28,"d"
"0000000","","","TOTAL",99.0,6489.0,28,"d"
"0000000","","","TOTAL",14.0,2014.0,28,"d"
"0000000","","","BAHAMAS",25900.0,3939.0,29,"a"
"0000000","","","DOM REP",462337.0,32324.0,29,"a"
"0000000","","","LEEWARD",3000.0,140.0,29,"a"
"0000000","","","SWEDEN",64829.0,4705.0,29,"a"
"0000000","","","U KING",227.0,96.0,29,"a"
"0000000","","","NETHLDS",22081.0,2320.0,29,"a"
"0000000","","","HG KONG",700.0,12315.0,29,"a"
"0000000","","","AUSTRAL",225664.0,"",29,"a"
"0000000","","","N ZEAL",1214967.0,63655.0,29,"a"
"0000000","","","TOTAL",2178628.0,128008.0,29,"a"
"1198000","PEAS. SPLIT. EXCEPT COWPEAS & CHICKPEAS-LB","LB","CANADA",10.0,"",29,"a"
"1198000","PEAS. SPLIT. EXCEPT COWPEAS & CHICKPEAS-LB","LB","MEXICO",4955.0,228.0,29,"a"
"1198000","PEAS. SPLIT. EXCEPT COWPEAS & CHICKPEAS-LB","LB","$,965","",229.0,29,"a"
"1199000","LENTILS-LB","LB","CHILE",434166.0,58512.0,29,"a"
"1199000","LENTILS-LB","LB","ARGENT",2197948.0,202161.0,29,"a"
"1199000","LENTILS-LB","LB","FRANCE",6904.0,1223.0,29,"a"
"1199000","LENTILS-LB","LB","ITALY",5000.0,450.0,29,"a"
"1199000","LENTILS-LB","LB","SYRIA",15637.0,1768.0,29,"a"
"1199000","LENTILS-LB","LB","TOTAL",2659655.0,264114.0,29,"a"
"1199100","LUPINES-LB","LB","DENMARK",361870.0,31195.0,29,"a"
"1199100","LUPINES-LB","LB","U KING","",31.0,29,"a"
"1199100","LUPINES-LB","LB","NETHLDS",288456.0,24608.0,29,"a"
"1199100","LUPINES-LB","LB","GERMANY",220204.0,24279.0,29,"a"
"1199100","LUPINES-LB","LB","ITALY",304770.0,19423.0,29,"a"
"1199100","LUPINES-LB","LB","TOTAL",1175302.0,99536.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","MEXICO",3311982.0,306348.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","NETHLDS",71536.0,4013.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","PORTUGL",76200.0,6248.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","MALTA",130.0,17.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","ITALY",52566.0,3651.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","SYRIA",24607.0,3602.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","LEBANON",271.0,32.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","FR MORO",2286578.0,135239.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","ALGERIA",1682026.0,101208.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","FR W AF",6414.0,570.0,29,"a"
"1200000","CHICKPEAS OR GARBANZOS. DRIED-LB","LB","TOTAL",7512310.0,560928.0,29,"a"
"1202000","TRUFFLES-LB","LB","FRANCE",2543.0,24451.0,29,"a"
"1202000","TRUFFLES-LB","LB","ITALY",1540.0,12518.0,29,"a"
"1202000","TRUFFLES-LB","LB","TOTAL",4083.0,36969.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","CANADA",18.0,50.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","CHILE",98427.0,53083.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","NETHLDS",1323.0,2955.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","FRANCE",17842.0,23923.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","GERMANY",12428.0,19739.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","CZECHO",19993.0,29429.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","POLAND",16055.0,27282.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","ITALY",2246.0,7120.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","YUGOSLV",59129.0,56324.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","CHINA",3346.0,10495.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","HG KONG",1369.0,4449.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","JAPAN",248861.0,332063.0,29,"a"
"1203000","MUSHROOMS, DRIED-LB","LB","TOTAL",481037.0,566912.0,29,"a"
"1203100","MUSHROOMS, FRESH-LB","LB","CANADA",10.0,"",29,"a"
"1203100","MUSHROOMS, FRESH-LB","LB","FRANCE",1250.0,852.0,29,"a"
"1203100","MUSHROOMS, FRESH-LB","LB","TOTAL",1260.0,859.0,29,"a"
"1204000","POTATOES, WHITE, CERTIFIED SEED-LB","LB","CANADA",167803867.0,3625898.0,29,"a"
"1204000","POTATOES, WHITE, CERTIFIED SEED-LB","LB","MEXICO",21945.0,1901.0,29,"a"
"1204000","POTATOES, WHITE, CERTIFIED SEED-LB","LB","TOTAL",167825812.0,3627799.0,29,"a"
"1204100","POTATOES, WHITE, NES-LB","LB","CANADA",104247385.0,1620620.0,29,"b"
"1204100","POTATOES, WHITE, NES-LB","LB","MEXICO",30000.0,330.0,29,"b"
"1204100","POTATOES, WHITE, NES-LB","LB","TOTAL",104277385.0,1620950.0,29,"b"
"1205000","GARLIC-LB","LB","CANADA.",30044.0,2717.0,29,"b"
"1205000","GARLIC-LB","LB","MEXICO",10872283.0,664228.0,29,"b"
"1205000","GARLIC-LB","LB","CHILE",153432.0,15677.0,29,"b"
"1205000","GARLIC-LB","LB","ARGENT",141092.0,14622.0,29,"b"
"1205000","GARLIC-LB","LB","FRANCE",9011.0,623.0,29,"b"
"1205000","GARLIC-LB","LB","SPAIN",104434.0,8710.0,29,"b"
"1205000","GARLIC-LB","LB","ITALY",5374680.0,417859.0,29,"b"
"1205000","GARLIC-LB","LB","JAPAN",4000.0,363.0,29,"b"
"1205000","GARLIC-LB","LB","TOTAL",16688976.0,1124799.0,29,"b"
"1206000","TURNIPS & RUTABAGAS-LB","LB","CANADA",145250766.0,2920801.0,29,"b"
"1206000","TURNIPS & RUTABAGAS-LB","LB","TOTAL",145250766.0,2920801.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","CANADA",1954090.0,154175.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","MEXICO",148392758.0,11610156.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","BAHAMAS",2603808.0,197923.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","CUBA",30209690.0,1514359.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","JAMAICA",1085953.0,154987.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","DOM REP",1984.0,126.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","LEEWARD",800.0,90.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","COLOMB",231699.0,31555.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","CNRY IS",59970.0,4710.0,29,"b"
"1207000","TOMATOES. NATURAL STATE-LB","LB","TOTAL",184540752.0,13668081.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","CANADA",781381.0,21483.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","MEXICO",9196521.0,380226.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","CHILE",10013584.0,321893.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","NETHLDS",85354.0,2605.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","ITALY",3550962.0,115438.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","EGYPT",443596.0,10978.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","U SO AF",2240.0,80.0,29,"b"
"1208100","ONIONS. EXCEPT ONION SETS-LB","LB","TOTAL",24079638.0,852705.0,29,"b"
"1208200","ONION SETS-LB","LB","CANADA",2230.0,211.0,29,"b"
"1208200","ONION SETS-LB","LB","ITALY",22046.0,1400.0,29,"b"
"1208200","ONION SETS-LB","LB","TOTAL",24276.0,1611.0,29,"b"
"1210000","OKRA: FRESH-LB","LB","MEXICO 1.935CUBA 145.581LEBANON",10883.0,66.0,29,"b"
"1210000","OKRA: FRESH-LB","LB","TOTAL",913509.0,147582.0,29,"b"
"1210010","ENDIVES, NATURAL STATE-LB","LB","NETHLDS",52116.0,10962.0,29,"b"
"1210010","ENDIVES, NATURAL STATE-LB","LB","BELGIUM",1365886.0,267029.0,29,"b"
"1210010","ENDIVES, NATURAL STATE-LB","LB","TOTAL",1418002.0,277991.0,29,"b"
"1210020","BEETS, SUGAR, FRESH-STON","STON","MEXICO",19798.0,1971.0,29,"b"
"1210020","BEETS, SUGAR, FRESH-STON","STON","TOTAL",19798.0,1971.0,29,"b"
"1210030","BEETS. NES. FRESH-LB","LB","CANADA",257562.0,5700.0,29,"b"
"1210030","BEETS. NES. FRESH-LB","LB","TOTAL",257562.0,5700.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","CANADA",1890272.0,79929.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","MEXICO",61382.0,2820.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","BR HOND",5330.0,213.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","BAHAMAS",7000.0,317.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","CUBA",350359.0,11358.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","NETHLDS",13313157.0,487323.0,29,"b"
"1210040","CABBAGE, FRESH-LB","LB","TOTAL",15627500.0,581960.0,29,"b"
"1210050","PEPPERS, FRESH-LB","LB","CANADA",219694.0,13897.0,29,"b"
"1210050","PEPPERS, FRESH-LB","LB","MEXICO",17181639.0,1385288.0,29,"b"
"1210050","PEPPERS, FRESH-LB","LB","BR HOND",10.0,"",29,"b"
"1210050","PEPPERS, FRESH-LB","LB","CUBA",1747639.0,84861.0,29,"b"
"1210050","PEPPERS, FRESH-LB","LB","TOTAL",19148982.0,1484048.0,29,"b"
"1210060","EGGPLANT, FRESH-LB","LB","MEXICO",187976.0,22834.0,29,"c"
"1210060","EGGPLANT, FRESH-LB","LB","BAHAMAS",48.0,2.0,29,"c"
"1210060","EGGPLANT, FRESH-LB","LB","CUBA",3123197.0,125833.0,29,"c"
"1210060","EGGPLANT, FRESH-LB","LB","DOM REP",4965.0,220.0,29,"c"
"1210060","EGGPLANT, FRESH-LB","LB","TOTAL",3316186.0,148889.0,29,"c"
"1210070","CUCUMBERS, FRESH-LB","LB","CANADA",134397.0,12018.0,29,"c"
"1210070","CUCUMBERS, FRESH-LB","LB","MEXICO",512680.0,54799.0,29,"c"
"1210070","CUCUMBERS, FRESH-LB","LB","BAHAMAS",4895.0,529.0,29,"c"
"1210070","CUCUMBERS, FRESH-LB","LB","CUBA",16988626.0,643183.0,29,"c"
"1210070","CUCUMBERS, FRESH-LB","LB","TOTAL",17640598.0,710529.0,29,"c"
"1210080","SQUASH. FRESH-LB","LB","CANADA",2810.0,281.0,29,"c"
"1210080","SQUASH. FRESH-LB","LB","MEXICO",200804.0,16193.0,29,"c"
"1210080","SQUASH. FRESH-LB","LB","TOTAL",203614.0,16474.0,29,"c"
"1210090","LETTUCE. FRESH-LB","LB","CANADA",12186031.0,680634.0,29,"c"
"1210090","LETTUCE. FRESH-LB","LB","MEXICO",16940.0,1001.0,29,"c"
"1210090","LETTUCE. FRESH-LB","LB","BR HOND",50.0,"",29,"c"
"1210090","LETTUCE. FRESH-LB","LB","TOTAL",12203021.0,681639.0,29,"c"
"1210100","CELERY. FRESH-LB","LB","CANADA",196545.0,11948.0,29,"c"
"1210100","CELERY. FRESH-LB","LB","BR HOND",50.0,3.0,29,"c"
"1210100","CELERY. FRESH-LB","LB","DENMARK",156.0,26.0,29,"c"
"1210100","CELERY. FRESH-LB","LB","TOTAL",196751.0,11977.0,29,"c"
"1210110","HORSERADISH. CRUDE-LB","LB","JAPAN",110.0,190.0,29,"c"
"1210110","HORSERADISH. CRUDE-LB","LB","TOTAL",110.0,190.0,29,"c"
"1210130","ASPARAGUS. FRESH-LB","LB","CANADA",105.0,24.0,29,"c"
"1210130","ASPARAGUS. FRESH-LB","LB","TOTAL",105.0,24.0,29,"c"
"1210150","CARROTS. FRESH-LB","LB","CANADA",4316054.0,87815.0,29,"c"
"1210150","CARROTS. FRESH-LB","LB","TOTAL",4316054.0,87815.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","MEXICO",87.0,10.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","CUBA",80694.0,3900.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","DOM REP",6000.0,220.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","AZORES",215464.0,8846.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","SPAIN",12318.0,449.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","PORTUGL",12839.0,484.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","CHINA",266500.0,26327.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","HG KONG",62850.0,5978.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","JAPAN",15965.0,1742.0,29,"c"
"1210160","DASHEENS. FRESH-LB","LB","TOTAL",672717.0,47956.0,29,"c"
"1210170","CAULIFLOWER. FRESH-LB","LB","CANADA",634182.0,25247.0,29,"c"
"1210170","CAULIFLOWER. FRESH-LB","LB","CUBA",45.0,"",29,"c"
"1210170","CAULIFLOWER. FRESH-LB","LB","FRANCE",4409.0,57.0,29,"c"
"1210170","CAULIFLOWER. FRESH-LB","LB","TOTAL",638636.0,25307.0,29,"c"
"1210180","RADISHES. FRESH-LB","LB","CANADA",234.0,38.0,29,"c"
"1210180","RADISHES. FRESH-LB","LB","JAPAN",250.0,38.0,29,"c"
"1210180","RADISHES. FRESH-LB","LB","TOTAL",484.0,76.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","CANADA",16037.0,1241.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","MEXICO",97711.0,7135.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","BR HOND",50.0,"",29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","CUBA",310936.0,10745.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","NETHLDS",51385.0,7894.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","CHINA.",652046.0,76229.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","CHINA-",7000.0,960.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","HG KONG",205556.0,24759.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","TAIWAN",20500.0,4674.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","JAPAN",5946.0,1084.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","FR MORO",1427735.0,105021.0,29,"c"
"1210190","VEGETABLES, FRESH, NES-LB","LB","TOTAL",2794902.0,239745.0,29,"c"
"1227000","SAGO. CRUDE, & SAGO FLOUR-LB","LB","BRAZIL",13227.0,830.0,29,"c"
"1227000","SAGO. CRUDE, & SAGO FLOUR-LB","LB","SWFDFN",1000.0,152.0,29,"c"
"0000000","","","BR MALA",1538821.0,107754.0,29,"d"
"0000000","","","INDNSIA",528076.0,33509.0,29,"d"
"0000000","","","CHINA",1200.0,107.0,29,"d"
"0000000","","","HG KONG",880.0,93.0,29,"d"
"0000000","","","TOTAL",2083204.0,142445.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","C RICA",30000.0,1354.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","CUBA",372211.0,13391.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","DOM REP",2150264.0,166223.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","BRAZIL",61676374.0,3335584.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","FRANCE",220.0,45.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","INDIA",11250.0,1240.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","SIAM u",9054284.0,458185.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","INDNSIA",35730259.0,1601265.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","CHINA",186128.0,16784.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","HG KONG",143050.0,15128.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","MADAGAS",627340.0,35351.0,29,"d"
"1228000","TAPIOCA & CASSAVA-LB","LB","TOTAL",109981380.0,5644550.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","JAMAICA",660100.0,61535.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","LEEWARD",6054400.0,562541.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","BRAZIL",30864.0,2776.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","CHINA",1300.0,382.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","HG KONG",640.0,236.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","JAPAN",325.0,160.0,29,"d"
"1229000","ARROWROOT, INC. STARCH & FLOUR-LB","LB","TOTAL",6747629.0,627630.0,29,"d"
"1234300","SOY, THIN-LB","LB","SIAM",630.0,97.0,29,"d"
"1234300","SOY, THIN-LB","LB","CHINA",221652.0,26225.0,29,"d"
"1234300","SOY, THIN-LB","LB","HG KONG",376446.0,45794.0,29,"d"
"1234300","SOY, THIN-LB","LB","JAPAN",1562445.0,228734.0,29,"d"
"1234300","SOY, THIN-LB","LB","TOTAL",2161173.0,300850.0,29,"d"
"1234900","SAUCES, NES-LB","LB","CANADA",160957.0,27726.0,29,"d"
"1234900","SAUCES, NES-LB","LB","MEXICO",5986.0,3273.0,29,"d"
"1234900","SAUCES, NES-LB","LB","JAMAICA",32237.0,7029.0,29,"d"
"1234900","SAUCES, NES-LB","LB","ARGENT",648.0,120.0,29,"d"
"1234900","SAUCES, NES-LB","LB","SWEDEN",903.0,117.0,29,"d"
"1234900","SAUCES, NES-LB","LB","DENMARK",400.0,59.0,29,"d"
"1234900","SAUCES, NES-LB","LB","U KING",123523.0,28707.0,29,"d"
"1234900","SAUCES, NES-LB","LB","NETHLDS",93.0,80.0,29,"d"
"1234900","SAUCES, NES-LB","LB","BELGIUM",2708.0,1870.0,29,"d"
"1234900","SAUCES, NES-LB","LB","FRANCE",1887.0,1065.0,29,"d"
"1234900","SAUCES, NES-LB","LB","ITALY",6730.0,2394.0,29,"d"
"1234900","SAUCES, NES-LB","LB","INDIA",164623.0,43195.0,29,"d"
"1234900","SAUCES, NES-LB","LB","CHINA",165263.0,25820.0,29,"d"
"1234900","SAUCES, NES-LB","LB","HG KONG",452980.0,68942.0,29,"d"
"1234900","SAUCES, NES-LB","LB","JAPAN",413333.0,59535.0,29,"d"
"1234900","SAUCES, NES-LB","LB","TOTAL",1532271.0,269932.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","CANADA.",107003.0,20261.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","MEXICO",114700.0,1885.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","SWEDEN",79800.0,8657.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","NORWAY",4571.0,262.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","DENMARK",6354.0,2120.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","U KING",1399.0,521.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","NETHLDS",1822676.0,147132.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","BELGIUM",42001.0,1274.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","FRANCE",100845.0,8184.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","GERMANY",55480.0,6406.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","CZECHO",8900.0,732.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","POLAND",1188473.0,75483.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","ITALY",328520.0,38559.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","ISRL PA",51079.0,5053.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","INDIA",595.0,83.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","CHINA",1284.0,446.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","HG KONG",1224.0,482.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","JAPAN",6075.0,1112.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","TOTAL",3920979.0,300652.0,29,"d"
"1235100","CUCUMBER PICKLES-LB","LB","Eicsy March Issue",1951.0,"",29,"d"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","CANADA",7186.0,1115.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","MEXICO",9316.0,2175.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","U KING",34373.0,8623.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","NETHLDS",2655445.0,405733.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","BELGIUM",17559.0,3162.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","ITALY",9556.0,1086.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","GREECE",5093.0,1215.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","PT ASIA",150.0,81.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","CHINA",396.0,188.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","HG KONG",1518.0,501.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","JAPAN",183784.0,61653.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","FR MORO",1080.0,157.0,30,"a"
"1235200","ONIONS, PICKLED, ETC.-LB","LB","TOTAL",2925456.0,485689.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","EANADA",31251.0,41839.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","MEXICO",347553.0,68325.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","BAHAMAS",31200.0,20340.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","SWEDEN",1572.0,280.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","DENMARK",106.0,17.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","U KING",2115.0,472.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","NETHLDS",37389.0,2761.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","BELGIUM",2100.0,375.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","FRANCE",14650.0,5167.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","GERMANY",100.0,34.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","SPAIN",22000.0,20200.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","ITALY",1340852.0,203222.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","GREECE",170190.0,34060.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","TURKEY",3343.0,824.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","SYRIA",6132.0,1224.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","LEBANON",2750.0,318.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","INDIA",4431.0,882.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","CHINA",36030.0,126076.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","HG KONG",79453.0,11479.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","JAPAN",69903.0,14928.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","FR MORO",857.0,297.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","TUNISIA",7750.0,3496.0,30,"a"
"1235500","VEGTBLS.. NES. PKLD ETC.-LB","LB","TOTAL",2211727.0,483616.0,30,"a"
"1236100","PEAS, NES, CANNED, UNDER","","CENTS PER POUND-LB",10.0,"",30,"a"
"1236100","PEAS, NES, CANNED, UNDER","","NETHLDS",480.0,71.0,30,"a"
"1236100","PEAS, NES, CANNED, UNDER","","TOTAL",480.0,71.0,30,"a"
"1236300","PEAS, NES, CANNED, 10 CT. LB. & OVER-LB","LB","CANADA",180116.0,21237.0,30,"a"
"1236300","PEAS, NES, CANNED, 10 CT. LB. & OVER-LB ARGENT","LB ARGENT","BELGIUM",42995.0,11125.0,30,"a"
"1236300","PEAS, NES, CANNED, 10 CT. LB. & OVER-LB ARGENT","LB ARGENT","FRANCE",46286.0,11843.0,30,"a"
"1236300","PEAS, NES, CANNED, 10 CT. LB. & OVER-LB ARGENT","LB ARGENT","JAPAN",3820.0,791.0,30,"a"
"1236300","PEAS, NES, CANNED, 10 CT. LB. & OVER-LB ARGENT","LB ARGENT","TOTAL",273223.0,44997.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","CHILE",1250.0,512.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","NETHLDS",2600.0,1416.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","FRANCE",363898.0,204130.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","GERMANY",5373.0,2593.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","SWITZLD",2913.0,20041.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","ITALY",8826.0,9671.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","GREECE.",4426.0,1074.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","CHINA",655.0,1420.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","HG KONG",150.0,120.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","JAPAN",42860.0,33996.0,30,"a"
"1237000","MUSHROOMS, CANNED-LB","LB","TOTAL",432951.0,256973.0,30,"a"
"1238000","TOMATOES. CANNED-LB","LB","CANADA",2256807.0,196949.0,30,"a"
"1238000","TOMATOES. CANNED-LB","LB","MEXICO",6423674.0,338927.0,30,"a"
"1238000","TOMATOES. CANNED-LB ARGENT -2","2","NETHLDS",4200.0,470.0,30,"a"
"1238000","TOMATOES. CANNED-LB ARGENT -2","2","PORTUGL",25794.0,1419.0,30,"a"
