product_code,product_description,unit,country,quantity,value,page,column
3081900,"COTTON MANUFACTURES. TERRY WOVEN, NSPF-LB",LB,U KING,10,33,51,d
3081900,"COTTON MANUFACTURES. TERRY WOVEN, NSPF-LB",LB,RELGIUM,822,1589,51,d
3081900,"COTTON MANUFACTURES. TERRY WOVEN, NSPF-LB",LB,TOTAL,832,1622,51,d
3082400,COTTON TABLE DAMASK & MFRS.,NA,SWITZLD,525,335,51,d
3082400,COTTON TABLE DAMASK & MFRS.,NA,JAPAN,243,136,51,d
3082400,COTTON TABLE DAMASK & MFRS.,NA,TOTAL,768,471,51,d
3082500,"COTTON TABLE DAMASK & MFRS,",NA,CANADA,94,411,51,d
3082500,"COTTON TABLE DAMASK & MFRS,",NA,SWEDEN,152,412,51,d
3082500,"COTTON TABLE DAMASK & MFRS,",NA,U KING,266160,801258,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,IRELAND,5653,16526,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,NETHLDS,86439,173809,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,BELGIUM,727832,1779068,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,FRANCE,1737,3658,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,GERMANY,2041,4646,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,SWITZLD,114598,473330,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,ITALY,66510,101512,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,CHINA,1456,2824,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,JAPAN,2699255,3606042,52,a
3082500,"COTTON TABLE DAMASK & MFRS,",NA,TOTAL,3971927,6963496,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,MEXICO,NA,116,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,GUATMAL,NA,46,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,CUBA,NA,3,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,SWEDEN,NA,211,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,U KING,NA,148,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,BELGIUM,NA,1795,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,FRANCE,NA,279,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,ITALY,NA,1102,52,a
3083500,"COTTON TABLE COVERS, ETC., BLOCKPRINTED, PART FRINGE",NA,TOTAL,NA,3700,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,SWEDEN,NA,151,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,U KING,NA,795,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,NETHLDS,NA,12,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,BELGIUM,NA,2215,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,FRANCE,NA,311,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,SWITZLD,NA,1780,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,SPAIN,NA,54,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,LEBANON,NA,251,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,IRAN,NA,7331,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,INDIA,NA,84,52,a
3083700,"COTTON TABLE COVERS, ETC., BLOCK PRINTED, NES",NA,TOTAL,NA,12984,52,a
3083900,"COTTON TABLE COVERS, NES",NA,CANADA,NA,20,52,a
3083900,"COTTON TABLE COVERS, NES",NA,MEXICO,NA,263,52,a
3083900,"COTTON TABLE COVERS, NES",NA,GUATMAL,NA,750,52,a
3083900,"COTTON TABLE COVERS, NES",NA,SWEDEN,NA,323,52,a
3083900,"COTTON TABLE COVERS, NES",NA,DENMARK,NA,33,52,a
3083900,"COTTON TABLE COVERS, NES",NA,U KING,NA,2737,52,a
3083900,"COTTON TABLE COVERS, NES",NA,NETHLDS,NA,175,52,a
3083900,"COTTON TABLE COVERS, NES",NA,BELGIUM,NA,5769,52,a
3083900,"COTTON TABLE COVERS, NES",NA,FRANCE,NA,1366,52,a
3083900,"COTTON TABLE COVERS, NES",NA,GERMANY,NA,115,52,a
3083900,"COTTON TABLE COVERS, NES",NA,SWITZLD,NA,991,52,a
3083900,"COTTON TABLE COVERS, NES",NA,SPAIN,NA,1670,52,a
3083900,"COTTON TABLE COVERS, NES",NA,ITALY,NA,11503,52,a
3083900,"COTTON TABLE COVERS, NES",NA,IRAN,NA,157,52,a
3083900,"COTTON TABLE COVERS, NES",NA,INDIA,NA,432,52,a
3083900,"COTTON TABLE COVERS, NES",NA,PHIL R,NA,788,52,a
3083900,"COTTON TABLE COVERS, NES",NA,CHINA,NA,24,52,a
3083900,"COTTON TABLE COVERS, NES",NA,HG KONG,NA,25,52,a
3083900,"COTTON TABLE COVERS, NES",NA,JAPAN,NA,2286,52,a
3083900,"COTTON TABLE COVERS, NES",NA,TOTAL,NA,29427,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,CANADA,1569,993,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,MEXICO,10,16,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,GUATMAL,12,15,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,U KING,15,17,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,NETHLDS,15,30,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,GERMANY,37082,31369,52,a
3084200,"COTTON BLANKEJS, NOT JACQUARD FIGURED-LB",LB,TOTAL,38703,32440,52,a
3084300,COTION BLANKET CLOTH. NOT JACQUARD FIGURED-LR,LR,CANADA,3,9,52,a
3084300,COTION BLANKET CLOTH. NOT JACQUARD FIGURED-LR,LR,TOTAL,NA,9,52,a
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,CANADA,700,1748,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,C RICA,120,157,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,U KING,37,181,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,FRANCE,9,41,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,ITALY,199330,444471,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,SYRIA,13,25,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,INDIA,175,455,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,BR MALA,2,8,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,JAPAN,44663,62457,52,b
3085200,"COTTON QUILTS & BED SPREADS, JACQUARD FIGURED-NO",NO,TOTAL,245049,509543,52,b
3085500,"COTTON QUILTS & BEDSPREADS. BLOCK PRINTED, PART FRINGE-NO",NO,GERMANY,NA,8,52,b
3085500,"COTTON QUILTS & BEDSPREADS. BLOCK PRINTED, PART FRINGE-NO",NO,ITALY,9237,17112,52,b
3085500,"COTTON QUILTS & BEDSPREADS. BLOCK PRINTED, PART FRINGE-NO",NO,TOTAL,9238,17120,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,CANADA,NA,4,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,MEXICO,18,209,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,ITALY,2764,17795,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,LEBANON,580,1741,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,IRAN,1468,5027,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,INDIA,72190,121886,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,JAPAN,140,227,52,b
3085700,"COTTON QUILTS & BEDSPREADS, BLOCK PRINTED, NES-NO",NO,TOTAL,77161,146889,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,CANADA,510,1644,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,MEXICO,5050,11703,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,GUATMAL,32,88,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,B GUIAN,2,10,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,FRANCE,2,11,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,GERMANYSPAIN,NA,15,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,ITALY,14424,49244,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,IRAN,NA,33,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,INDIA,19468,33076,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,BR MALA,2,6,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,INDNSIA,20,196,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,CHINA,161,189,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,HG KONG,23,78,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,JAPAN ',2520,3765,52,b
3085900,"COTTON QUILTS & BEDSPREADS, NES-NO",NO,TOTAL,42226,100060,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,CANADA,85,120,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,GUATMAL,12,30,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,SWEDEN,305,543,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,U KING,109,175,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,NETHLDS,48,137,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,FRANCE,95,416,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,GERMANY,76,457,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,SWITZLD,48,30,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,ITALY,18,53,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,ISRL PA,3,6,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,INDIA,24,13,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,CHINA,NA,2,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,JAPAN,10,NA,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,MADEIRA,9,15,52,b
3086000,COTTON SHEETS & PILLOWCASES -NO,NO,TOTAL,843,2008,52,b
3086100,"COTTON TOWELS, TERRY WOVEN,",NA,UNDER CENTS EACH-NO,45,NA,52,b
3086100,"COTTON TOWELS, TERRY WOVEN, CANADA",NA,AUSTRIA,3900,1491,52,b
3086100,"COTTON TOWELS, TERRY WOVEN, CANADA",NA,JAPAN,58680,7049,52,b
3086100,"COTTON TOWELS, TERRY WOVEN, CANADA",NA,TOTAL,62588,8543,52,b
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,CENTS & OVER EACH-NO,45,NA,52,b
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,U KING,1075,1692,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,NETHLDS,30,30,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,BELGIUM,19884,22648,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,FRANCE,36,48,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,GERMANY,10572,3698,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,AUSTRIA,21971,18799,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,ITALY,635,1124,52,c
3086300,"COTTON TOWELS, TERRY WOVEN,",NA,TOTAL,54210,48043,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,CANADA,2,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,U KING,681,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,NETHLDS,38,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,BELGIUM,10229,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,FRANCE,20,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,GERMANY,1197,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,AUSTRIA,10327,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,ITALY,332,NA,52,c
X3086300,"XCOTTON TOWELS, TERRY WOVEN,",NA,TOTAL,22826,NA,52,c
3086420,"COTTON TOWELS, JACQUARD",NA,"FIGURED, CENTS OR MORE EACH-NO",NA,10,52,c
3086420,"COTTON TOWELS, JACQUARD",NA,U KING,1200,1150,52,c
3086420,"COTTON TOWELS, JACQUARD",NA,JAPAN,3000,800,52,c
3086420,"COTTON TOWELS, JACQUARD",NA,TOTAL,4200,1950,52,c
X3086420,"XCOTTON TOWELS, JACQUARD",NA,U KING,600,NA,52,c
X3086420,"XCOTTON TOWELS, JACQUARD",NA,JAPAN,880,NA,52,c
X3086420,"XCOTTON TOWELS, JACQUARD",NA,TOTAL,1480,NA,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,CANADA,20,6,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,GUATMAL,418,163,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,GUATMAL,12,5,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,U KING,1997,572,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,NETHLDS,360,258,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,FRANCE,1001,160,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,GERMANY D,40,NA,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,AUSTRIA,722,845,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,SPAIN,4,2,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,ITALY,924,1506,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,INDIA,96,41,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,CHINA,648,87,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,JAPAN,2543493,223262,52,c
3086500,"COTTON TOWELS, EXCEPT PILE, NES-NO",NO,TOTAL,2549735,226913,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE",NA,CANADA,NA,326,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,NORWAY,NA,15,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,U KING,NA,20894,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,BELGIUM,NA,12968,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,GERMANY,NA,1379,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,SWITZLD,NA,3,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,JAPAN,NA,700,52,c
3086600,"COTTON POLISHING & DUST CLOTHS, EXCEPT PILE SWEDEN",NA,TOTAL,NA,36286,52,c
3086700,COTTON KNIT FABRICS. WARP KNIT-L8,L8,SWEDEN,NA,75,52,c
3086700,COTTON KNIT FABRICS. WARP KNIT-L8,L8,U KING,7609,20605,52,c
3086700,COTTON KNIT FABRICS. WARP KNIT-L8,L8,TOTAL,7666,20680,52,c
3086800,"COTTON KNIT FABRICS, NES-LB",LB,CANADA,75,112,52,c
3086800,"COTTON KNIT FABRICS, NES-LB",LB,U KING,14200,43317,52,c
3086800,"COTTON KNIT FABRICS, NES-LB",LB,FRANCE,15,52,52,c
3086800,"COTTON KNIT FABRICS, NES-LB",LB,SWITZLD,1010,5004,52,c
3086800,"COTTON KNIT FABRICS, NES-LB",LB,TOTAL,15300,48485,52,c
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",DPR,U KING,1451,15266,52,c
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",DPR,IRFLAND,379,4173,52,c
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,NETHLDS.,550,2308,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,FRANCE,332,4197,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,CZECHO,2136,10766,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,MALTA,256,1760,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,ITALY,6277,41474,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,JAPAN,30909,107728,52,d
3090600,"COTTON GLOVES, WARP KNIT, NOT UNDER $1.50 PER DOZ-DPR",NA,TOTAL,42290,187672,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,SWEDEN,946,8848,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,U KING,1557,13316,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,IRELAND,263,2647,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,FRANCE,16078,229287,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,GERMANY,NA,11,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,CZECHO,2903,18105,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,MALTA,197,1290,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR",DPR,ITALY,6178,39540,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR LEBANON",DPR LEBANON,PHIL R,1442,4353,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR LEBANON",DPR LEBANON,CHINA,200,411,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR LEBANON",DPR LEBANON,JAPAN,36478,173581,52,d
3090700,"COTTON GLOVES, KNIT, NES-DPR LEBANON",DPR LEBANON,TOTAL,66244,491391,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,MEXICO,425,611,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,SWEDEN -,51,494,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,U KING,1424,8942,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,NETHLDS,1183,10728,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,FRANCE,22,591,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,CZECHO,464,2526,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,MALTA,325,1709,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,ITALY,758,4773,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,PHIL R,144,435,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,JAPAN,500,879,52,d
3090800,"COTTON GLOVES, WOVEN FABRIC-DPR",DPR,TOTAL,5296,31688,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,U KING,75,566,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,BELGIUM,NA,15,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,FRANCE,2215,26207,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,SPAIN,15,214,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,ITALY,1100,7153,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA",DPR CANADA,LEBANON,600,1061,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA SIAM",DPR CANADA SIAM,PHIL R,9945,56353,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA SIAM",DPR CANADA SIAM,CHINA,12047,33393,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA SIAM",DPR CANADA SIAM,JAPAN •,3,8594,52,d
3090850,"COTTON GLOVES, OF HANDMADE LACE-DPR CANADA SIAM",DPR CANADA SIAM,TOTAL,29123,133564,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,MEXICO,2202,10413,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,PANAMA,300,1680,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,U KING,1008,11010,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,IRELAND,1121,7433,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,NETHLDS,50,554,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR",DPR,FRANCE,4679,51689,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,AUSTRIA,10,132,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,CZECHO,1945,14383,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,POLAND,538,450,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,SPAIN,6,8,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,MALTA,35,184,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,ITALY,14451,81919,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,LEBANON,338,592,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,PHIL R,1681,9312,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,CHINA,960,3787,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,HG KONG,322,891,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,JAPAN,82674,230050,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,TOTAL,112320,424494,52,d
3090900,"COTTON GLOVES, KNIT OR CROCHETED, NES-DPR GERMANY",DPR GERMANY,ics! March Issue,1951,NA,52,d
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR",DPR,CANADA,NA,17,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,U KING,530,3939,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,FRANCE,380,4254,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,SPAIN,50,685,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,ITALY,NA,30,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,JAPAN,13,59,53,a
3110000,"COTTON HOSE, OF KNIT FABRIC. NSPF-DPR MEXICO",DPR MEXICO,TOTAL,983,8988,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR",DPR,MEXICO,NA,22,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,U KING,3361,32469,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,IRELAND,NA,6,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,FRANCE,7242,78302,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,AUSTRIA,290,1665,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,SWITZLD,NA,5,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,SPAIN,1540,10064,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,ITALY,60,32,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,JAPAN,5,26,53,a
3110100,"COTTON HOSE, MADE ON KNITTING MACHINES OR HAND KNIT-DPR SWEDEN",DPR SWEDEN,TOTAL,12503,122596,53,a
3110710,"COTTON HOSE, EMBROIDERED, NOT OVER $5 PER DOZ PR-DPR",DPR,FRANCE,227,1649,53,a
3110710,"COTTON HOSE, EMBROIDERED, NOT OVER $5 PER DOZ PR-DPR",DPR,TOTAL,227,1649,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,U KING,1679,17271,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,NETHLDS,290,3121,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,FRANCE,18970,231082,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,SPAIN,806,3549,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,PHIL R,188,1132,53,a
3110730,"COTTON HOSE, EMBROIDERED, OVER S5 PER DOZ PR-DPR",DPR,TOTAL,21933,256155,53,a
3112000,COTTON UNDERWEAR. NOT EMB. NOT OVER $1.75 PER LB-LB,LB,U KING,494,750,53,a
3112000,COTTON UNDERWEAR. NOT EMB. NOT OVER $1.75 PER LB-LB,LB,JAPAN,7650,6530,53,a
